Total number of projects,Transaction Time,Current Time MS
2293,0,1617584677129
2294,1,1617584677129
2295,1,1617584677130
2296,0,1617584677131
2297,1,1617584677131
2298,1,1617584677132
2299,0,1617584677133
2300,1,1617584677133
2301,1,1617584677134
2302,0,1617584677135
2303,1,1617584677135
2304,1,1617584677136
2305,0,1617584677137
2306,1,1617584677137
2307,1,1617584677138
2308,0,1617584677139
2309,1,1617584677139
2310,1,1617584677140
2311,0,1617584677141
2312,1,1617584677141
2313,1,1617584677142
2314,0,1617584677143
2315,1,1617584677143
2316,1,1617584677144
2317,0,1617584677145
2318,1,1617584677145
2319,1,1617584677146
2320,0,1617584677147
2321,1,1617584677147
2322,1,1617584677148
2323,0,1617584677149
2324,1,1617584677149
2325,1,1617584677150
2326,0,1617584677151
2327,1,1617584677151
2328,1,1617584677152
2329,0,1617584677153
2330,1,1617584677153
2331,1,1617584677154
2332,0,1617584677155
2333,1,1617584677155
2334,1,1617584677156
2335,1,1617584677157
2336,0,1617584677158
2337,1,1617584677158
2338,1,1617584677159
2339,0,1617584677160
2340,1,1617584677160
2341,1,1617584677161
2342,0,1617584677162
2343,1,1617584677162
2344,1,1617584677163
2345,1,1617584677164
2346,0,1617584677165
2347,1,1617584677165
2348,1,1617584677166
2349,1,1617584677167
2350,1,1617584677168
2351,0,1617584677169
2352,1,1617584677169
2353,1,1617584677170
2354,0,1617584677171
2355,1,1617584677171
2356,1,1617584677172
2357,0,1617584677173
2358,1,1617584677173
2359,1,1617584677174
2360,1,1617584677175
2361,0,1617584677176
2362,1,1617584677176
2363,1,1617584677177
2364,1,1617584677178
2365,0,1617584677179
2366,1,1617584677179
2367,1,1617584677180
2368,0,1617584677181
2369,1,1617584677181
2370,1,1617584677182
2371,0,1617584677183
2372,1,1617584677183
2373,1,1617584677184
2374,0,1617584677185
2375,1,1617584677185
2376,1,1617584677186
2377,1,1617584677187
2378,1,1617584677188
2379,0,1617584677189
2380,1,1617584677189
2381,1,1617584677190
2382,0,1617584677191
2383,1,1617584677191
2384,1,1617584677192
2385,0,1617584677193
2386,1,1617584677193
2387,1,1617584677194
2388,0,1617584677195
2389,1,1617584677195
2390,1,1617584677196
2391,1,1617584677197
2392,1,1617584677198
2393,0,1617584677199
2394,1,1617584677199
2395,1,1617584677200
2396,1,1617584677201
2397,0,1617584677202
2398,1,1617584677202
2399,1,1617584677203
2400,0,1617584677204
2401,1,1617584677204
2402,1,1617584677205
2403,1,1617584677206
2404,0,1617584677207
2405,1,1617584677207
2406,1,1617584677208
2407,0,1617584677209
2408,1,1617584677209
2409,1,1617584677210
2410,0,1617584677211
2411,1,1617584677211
2412,1,1617584677212
2413,1,1617584677213
2414,0,1617584677214
2415,1,1617584677214
2416,1,1617584677215
2417,1,1617584677216
2418,1,1617584677217
2419,0,1617584677218
2420,1,1617584677218
2421,1,1617584677219
2422,1,1617584677220
2423,1,1617584677221
2424,0,1617584677222
2425,1,1617584677222
2426,1,1617584677223
2427,0,1617584677224
2428,1,1617584677224
2429,1,1617584677225
2430,1,1617584677226
2431,1,1617584677227
2432,0,1617584677228
2433,1,1617584677228
2434,1,1617584677229
2435,0,1617584677230
2436,4,1617584677230
2437,1,1617584677234
2438,1,1617584677235
2439,1,1617584677236
2440,1,1617584677237
2441,1,1617584677238
2442,1,1617584677239
2443,0,1617584677240
2444,1,1617584677240
2445,1,1617584677241
2446,0,1617584677242
2447,1,1617584677242
2448,1,1617584677243
2449,1,1617584677244
2450,1,1617584677245
2451,1,1617584677246
2452,1,1617584677247
2453,0,1617584677248
2454,1,1617584677248
2455,1,1617584677249
2456,1,1617584677250
2457,0,1617584677251
2458,1,1617584677251
2459,1,1617584677252
2460,1,1617584677253
2461,0,1617584677254
2462,1,1617584677254
2463,1,1617584677255
2464,0,1617584677256
2465,1,1617584677256
2466,1,1617584677257
2467,0,1617584677258
2468,1,1617584677258
2469,1,1617584677259
2470,0,1617584677260
2471,1,1617584677260
2472,1,1617584677261
2473,0,1617584677262
2474,1,1617584677262
2475,1,1617584677263
2476,1,1617584677264
2477,1,1617584677265
2478,1,1617584677266
2479,0,1617584677267
2480,1,1617584677267
2481,1,1617584677268
2482,1,1617584677269
2483,0,1617584677270
2484,1,1617584677270
2485,1,1617584677271
2486,0,1617584677272
2487,1,1617584677272
2488,1,1617584677273
2489,0,1617584677274
2490,1,1617584677274
2491,1,1617584677275
2492,1,1617584677276
2493,0,1617584677277
2494,1,1617584677277
2495,1,1617584677278
2496,0,1617584677279
2497,1,1617584677279
2498,1,1617584677280
2499,0,1617584677281
2500,1,1617584677281
2501,1,1617584677282
2502,1,1617584677283
2503,0,1617584677284
2504,1,1617584677284
2505,5,1617584677285
2506,1,1617584677290
2507,1,1617584677291
2508,0,1617584677292
2509,1,1617584677292
2510,1,1617584677293
2511,1,1617584677294
2512,0,1617584677295
2513,1,1617584677295
2514,1,1617584677296
2515,1,1617584677297
2516,0,1617584677298
2517,1,1617584677298
2518,1,1617584677299
2519,0,1617584677300
2520,1,1617584677300
2521,1,1617584677301
2522,0,1617584677302
2523,1,1617584677302
2524,1,1617584677303
2525,0,1617584677304
2526,0,1617584677305
2527,1,1617584677305
2528,1,1617584677306
2529,0,1617584677307
2530,1,1617584677307
2531,1,1617584677308
2532,0,1617584677309
2533,1,1617584677309
2534,1,1617584677310
2535,1,1617584677311
2536,0,1617584677312
2537,1,1617584677312
2538,1,1617584677313
2539,0,1617584677314
2540,1,1617584677314
2541,1,1617584677315
2542,1,1617584677316
2543,1,1617584677317
2544,0,1617584677318
2545,1,1617584677318
2546,1,1617584677319
2547,0,1617584677320
2548,1,1617584677320
2549,1,1617584677321
2550,0,1617584677322
2551,1,1617584677322
2552,1,1617584677323
2553,1,1617584677324
2554,0,1617584677325
2555,1,1617584677325
2556,1,1617584677326
2557,0,1617584677327
2558,1,1617584677327
2559,1,1617584677328
2560,0,1617584677329
2561,1,1617584677329
2562,1,1617584677330
2563,1,1617584677331
2564,1,1617584677332
2565,0,1617584677333
2566,1,1617584677333
2567,1,1617584677334
2568,0,1617584677335
2569,0,1617584677336
2570,1,1617584677336
2571,1,1617584677337
2572,0,1617584677338
2573,1,1617584677338
2574,1,1617584677339
2575,0,1617584677340
2576,1,1617584677340
2577,1,1617584677341
2578,0,1617584677342
2579,1,1617584677342
2580,1,1617584677343
2581,1,1617584677344
2582,0,1617584677345
2583,1,1617584677345
2584,1,1617584677346
2585,1,1617584677347
2586,0,1617584677348
2587,1,1617584677348
2588,1,1617584677349
2589,0,1617584677350
2590,1,1617584677350
2591,1,1617584677351
2592,0,1617584677352
2593,1,1617584677352
2594,1,1617584677353
2595,1,1617584677354
2596,0,1617584677355
2597,1,1617584677355
2598,1,1617584677356
2599,1,1617584677357
2600,1,1617584677358
2601,0,1617584677359
2602,1,1617584677359
2603,1,1617584677360
2604,0,1617584677361
2605,1,1617584677361
2606,1,1617584677362
2607,0,1617584677363
2608,1,1617584677363
2609,1,1617584677364
2610,1,1617584677365
2611,0,1617584677366
2612,1,1617584677366
2613,1,1617584677367
2614,1,1617584677368
2615,0,1617584677369
2616,1,1617584677369
2617,1,1617584677370
2618,1,1617584677371
2619,0,1617584677372
2620,1,1617584677372
2621,1,1617584677373
2622,1,1617584677374
2623,0,1617584677375
2624,1,1617584677375
2625,1,1617584677376
2626,0,1617584677377
2627,1,1617584677377
2628,1,1617584677378
2629,1,1617584677379
2630,0,1617584677380
2631,1,1617584677380
2632,1,1617584677381
2633,0,1617584677382
2634,1,1617584677382
2635,1,1617584677383
2636,0,1617584677384
2637,1,1617584677384
2638,1,1617584677385
2639,1,1617584677386
2640,0,1617584677387
2641,1,1617584677387
2642,1,1617584677388
2643,0,1617584677389
2644,1,1617584677389
2645,1,1617584677390
2646,0,1617584677391
2647,1,1617584677391
2648,1,1617584677392
2649,1,1617584677393
2650,0,1617584677394
2651,1,1617584677394
2652,1,1617584677395
2653,1,1617584677396
2654,0,1617584677397
2655,1,1617584677397
2656,1,1617584677398
2657,0,1617584677399
2658,1,1617584677399
2659,1,1617584677400
2660,1,1617584677401
2661,0,1617584677402
2662,1,1617584677402
2663,1,1617584677403
2664,0,1617584677404
2665,1,1617584677404
2666,1,1617584677405
2667,0,1617584677406
2668,1,1617584677406
2669,1,1617584677407
2670,1,1617584677408
2671,0,1617584677409
2672,1,1617584677409
2673,1,1617584677410
2674,1,1617584677411
2675,0,1617584677412
2676,1,1617584677412
2677,1,1617584677413
2678,1,1617584677414
2679,0,1617584677415
2680,1,1617584677415
2681,1,1617584677416
2682,1,1617584677417
2683,0,1617584677418
2684,0,1617584677419
2685,1,1617584677419
2686,1,1617584677420
2687,1,1617584677421
2688,0,1617584677422
2689,1,1617584677422
2690,1,1617584677423
2691,1,1617584677424
2692,0,1617584677425
2693,1,1617584677425
2694,1,1617584677426
2695,0,1617584677427
2696,1,1617584677427
2697,1,1617584677428
2698,1,1617584677429
2699,0,1617584677430
2700,1,1617584677430
2701,1,1617584677431
2702,1,1617584677432
2703,0,1617584677433
2704,1,1617584677433
2705,1,1617584677434
2706,0,1617584677435
2707,1,1617584677435
2708,1,1617584677436
2709,1,1617584677437
2710,0,1617584677438
2711,1,1617584677438
2712,1,1617584677439
2713,1,1617584677440
2714,0,1617584677441
2715,1,1617584677441
2716,1,1617584677442
2717,1,1617584677443
2718,0,1617584677444
2719,1,1617584677444
2720,1,1617584677445
2721,1,1617584677446
2722,0,1617584677447
2723,1,1617584677447
2724,1,1617584677448
2725,1,1617584677449
2726,1,1617584677450
2727,0,1617584677451
2728,1,1617584677451
2729,1,1617584677452
2730,1,1617584677453
2731,0,1617584677454
2732,1,1617584677454
2733,1,1617584677455
2734,0,1617584677456
2735,1,1617584677456
2736,1,1617584677457
2737,1,1617584677458
2738,0,1617584677459
2739,1,1617584677459
2740,1,1617584677460
2741,0,1617584677461
2742,1,1617584677461
2743,1,1617584677462
2744,1,1617584677463
2745,0,1617584677464
2746,1,1617584677464
2747,1,1617584677465
2748,1,1617584677466
2749,1,1617584677467
2750,0,1617584677468
2751,1,1617584677468
2752,4,1617584677469
2753,2,1617584677473
2754,1,1617584677475
2755,1,1617584677476
2756,1,1617584677477
2757,1,1617584677478
2758,1,1617584677479
2759,1,1617584677480
2760,1,1617584677481
2761,1,1617584677482
2762,0,1617584677483
2763,1,1617584677483
2764,1,1617584677484
2765,1,1617584677485
2766,1,1617584677486
2767,1,1617584677487
2768,1,1617584677488
2769,1,1617584677489
2770,1,1617584677490
2771,1,1617584677491
2772,1,1617584677492
2773,1,1617584677493
2774,1,1617584677494
2775,1,1617584677495
2776,1,1617584677496
2777,1,1617584677497
2778,1,1617584677498
2779,0,1617584677499
2780,1,1617584677499
2781,1,1617584677500
2782,2,1617584677501
2783,1,1617584677503
2784,1,1617584677504
2785,1,1617584677505
2786,1,1617584677506
2787,1,1617584677507
2788,1,1617584677508
2789,1,1617584677509
2790,1,1617584677510
2791,1,1617584677511
2792,1,1617584677512
2793,0,1617584677513
2794,1,1617584677513
2795,1,1617584677514
2796,1,1617584677515
2797,1,1617584677516
2798,1,1617584677517
2799,1,1617584677518
2800,1,1617584677519
2801,1,1617584677520
2802,1,1617584677521
2803,1,1617584677522
2804,1,1617584677523
2805,1,1617584677524
2806,1,1617584677525
2807,1,1617584677526
2808,1,1617584677527
2809,1,1617584677528
2810,0,1617584677529
2811,1,1617584677529
2812,1,1617584677530
2813,1,1617584677531
2814,1,1617584677532
2815,0,1617584677533
2816,1,1617584677533
2817,1,1617584677534
2818,1,1617584677535
2819,1,1617584677536
2820,1,1617584677537
2821,0,1617584677538
2822,0,1617584677539
2823,1,1617584677539
2824,1,1617584677540
2825,1,1617584677541
2826,0,1617584677542
2827,1,1617584677542
2828,1,1617584677543
2829,1,1617584677544
2830,1,1617584677545
2831,0,1617584677546
2832,1,1617584677546
2833,1,1617584677547
2834,1,1617584677548
2835,0,1617584677549
2836,1,1617584677549
2837,1,1617584677550
2838,1,1617584677551
2839,0,1617584677552
2840,1,1617584677552
2841,1,1617584677553
2842,1,1617584677554
2843,0,1617584677555
2844,1,1617584677555
2845,1,1617584677556
2846,1,1617584677557
2847,1,1617584677558
2848,0,1617584677559
2849,1,1617584677559
2850,1,1617584677560
2851,1,1617584677561
2852,1,1617584677562
2853,1,1617584677563
2854,0,1617584677564
2855,1,1617584677564
2856,1,1617584677565
2857,1,1617584677566
2858,1,1617584677567
2859,0,1617584677568
2860,1,1617584677568
2861,1,1617584677569
2862,1,1617584677570
2863,0,1617584677571
2864,1,1617584677571
2865,1,1617584677572
2866,1,1617584677573
2867,1,1617584677574
2868,0,1617584677575
2869,1,1617584677575
2870,1,1617584677576
2871,1,1617584677577
2872,1,1617584677578
2873,0,1617584677579
2874,1,1617584677579
2875,1,1617584677580
2876,1,1617584677581
2877,1,1617584677582
2878,1,1617584677583
2879,0,1617584677584
2880,1,1617584677584
2881,1,1617584677585
2882,1,1617584677586
2883,1,1617584677587
2884,1,1617584677588
2885,1,1617584677589
2886,0,1617584677590
2887,1,1617584677590
2888,1,1617584677591
2889,1,1617584677592
2890,0,1617584677593
2891,1,1617584677593
2892,1,1617584677594
2893,1,1617584677595
2894,1,1617584677596
2895,1,1617584677597
2896,0,1617584677598
2897,1,1617584677598
2898,1,1617584677599
2899,1,1617584677600
2900,0,1617584677601
2901,1,1617584677601
2902,1,1617584677602
2903,1,1617584677603
2904,1,1617584677604
2905,1,1617584677605
2906,0,1617584677606
2907,1,1617584677606
2908,1,1617584677607
2909,1,1617584677608
2910,0,1617584677609
2911,1,1617584677609
2912,1,1617584677610
2913,1,1617584677611
2914,1,1617584677612
2915,1,1617584677613
2916,0,1617584677614
2917,1,1617584677614
2918,1,1617584677615
2919,1,1617584677616
2920,1,1617584677617
2921,1,1617584677618
2922,1,1617584677619
2923,0,1617584677620
2924,1,1617584677620
2925,1,1617584677621
2926,1,1617584677622
2927,1,1617584677623
2928,1,1617584677624
2929,3,1617584677625
2930,2,1617584677628
2931,1,1617584677630
2932,0,1617584677631
2933,1,1617584677631
2934,1,1617584677632
2935,1,1617584677633
2936,1,1617584677634
2937,0,1617584677635
2938,1,1617584677635
2939,1,1617584677636
2940,1,1617584677637
2941,1,1617584677638
2942,0,1617584677639
2943,1,1617584677639
2944,1,1617584677640
2945,1,1617584677641
2946,0,1617584677642
2947,1,1617584677642
2948,1,1617584677643
2949,1,1617584677644
2950,1,1617584677645
2951,0,1617584677646
2952,1,1617584677646
2953,1,1617584677647
2954,1,1617584677648
2955,0,1617584677649
2956,1,1617584677649
2957,1,1617584677650
2958,1,1617584677651
2959,0,1617584677652
2960,1,1617584677652
2961,1,1617584677653
2962,1,1617584677654
2963,1,1617584677655
2964,0,1617584677656
2965,1,1617584677656
2966,1,1617584677657
2967,1,1617584677658
2968,0,1617584677659
2969,1,1617584677659
2970,1,1617584677660
2971,1,1617584677661
2972,0,1617584677662
2973,1,1617584677662
2974,1,1617584677663
2975,1,1617584677664
2976,0,1617584677665
2977,1,1617584677665
2978,1,1617584677666
2979,1,1617584677667
2980,1,1617584677668
2981,0,1617584677669
2982,1,1617584677669
2983,1,1617584677670
2984,1,1617584677671
2985,0,1617584677672
2986,1,1617584677672
2987,1,1617584677673
2988,1,1617584677674
2989,0,1617584677675
2990,1,1617584677675
2991,1,1617584677676
2992,1,1617584677677
2993,1,1617584677678
2994,1,1617584677679
2995,0,1617584677680
2996,1,1617584677680
2997,1,1617584677681
2998,1,1617584677682
2999,0,1617584677683
3000,1,1617584677683
3001,1,1617584677684
3002,1,1617584677685
3003,1,1617584677686
3004,0,1617584677687
3005,1,1617584677687
3006,1,1617584677688
3007,1,1617584677689
3008,0,1617584677690
3009,1,1617584677690
3010,1,1617584677691
3011,1,1617584677692
3012,0,1617584677693
3013,1,1617584677693
3014,1,1617584677694
3015,1,1617584677695
3016,1,1617584677696
3017,0,1617584677697
3018,1,1617584677697
3019,1,1617584677698
3020,1,1617584677699
3021,1,1617584677700
3022,0,1617584677701
3023,1,1617584677701
3024,1,1617584677702
3025,1,1617584677703
3026,0,1617584677704
3027,1,1617584677704
3028,1,1617584677705
3029,1,1617584677706
3030,1,1617584677707
3031,0,1617584677708
3032,1,1617584677708
3033,1,1617584677709
3034,1,1617584677710
3035,1,1617584677711
3036,0,1617584677712
3037,1,1617584677712
3038,1,1617584677713
3039,1,1617584677714
3040,1,1617584677715
3041,1,1617584677716
3042,1,1617584677717
3043,1,1617584677718
3044,1,1617584677719
3045,1,1617584677720
3046,1,1617584677721
3047,1,1617584677722
3048,0,1617584677723
3049,1,1617584677723
3050,1,1617584677724
3051,1,1617584677725
3052,1,1617584677726
3053,1,1617584677727
3054,1,1617584677728
3055,1,1617584677729
3056,1,1617584677730
3057,1,1617584677731
3058,1,1617584677732
3059,1,1617584677733
3060,1,1617584677734
3061,1,1617584677735
3062,1,1617584677736
3063,1,1617584677737
3064,1,1617584677738
3065,0,1617584677739
3066,1,1617584677739
3067,1,1617584677740
3068,1,1617584677741
3069,0,1617584677742
3070,1,1617584677742
3071,1,1617584677743
3072,1,1617584677744
3073,0,1617584677745
3074,1,1617584677745
3075,1,1617584677746
3076,1,1617584677747
3077,1,1617584677748
3078,1,1617584677749
3079,0,1617584677750
3080,1,1617584677750
3081,1,1617584677751
3082,1,1617584677752
3083,0,1617584677753
3084,1,1617584677753
3085,1,1617584677754
3086,1,1617584677755
3087,1,1617584677756
3088,1,1617584677757
3089,0,1617584677758
3090,1,1617584677758
3091,1,1617584677759
3092,1,1617584677760
3093,1,1617584677761
3094,0,1617584677762
3095,1,1617584677762
3096,1,1617584677763
3097,1,1617584677764
3098,1,1617584677765
3099,1,1617584677766
3100,0,1617584677767
3101,1,1617584677767
3102,1,1617584677768
3103,1,1617584677769
3104,1,1617584677770
3105,1,1617584677771
3106,0,1617584677772
3107,1,1617584677772
3108,1,1617584677773
3109,1,1617584677774
3110,1,1617584677775
3111,1,1617584677776
3112,1,1617584677777
3113,1,1617584677778
3114,1,1617584677779
3115,1,1617584677780
3116,1,1617584677781
3117,1,1617584677782
3118,0,1617584677783
3119,1,1617584677783
3120,1,1617584677784
3121,1,1617584677785
3122,1,1617584677786
3123,1,1617584677787
3124,1,1617584677788
3125,1,1617584677789
3126,0,1617584677790
3127,1,1617584677790
3128,1,1617584677791
3129,1,1617584677792
3130,1,1617584677793
3131,1,1617584677794
3132,0,1617584677795
3133,1,1617584677795
3134,1,1617584677796
3135,1,1617584677797
3136,1,1617584677798
3137,1,1617584677799
3138,0,1617584677800
3139,1,1617584677800
3140,1,1617584677801
3141,1,1617584677802
3142,1,1617584677803
3143,1,1617584677804
3144,0,1617584677805
3145,1,1617584677805
3146,1,1617584677806
3147,1,1617584677807
3148,1,1617584677808
3149,1,1617584677809
3150,1,1617584677810
3151,1,1617584677811
3152,0,1617584677812
3153,1,1617584677812
3154,1,1617584677813
3155,1,1617584677814
3156,1,1617584677815
3157,1,1617584677816
3158,1,1617584677817
3159,0,1617584677818
3160,1,1617584677818
3161,1,1617584677819
3162,1,1617584677820
3163,1,1617584677821
3164,1,1617584677822
3165,1,1617584677823
3166,0,1617584677824
3167,1,1617584677824
3168,1,1617584677825
3169,1,1617584677826
3170,1,1617584677827
3171,1,1617584677828
3172,1,1617584677829
3173,1,1617584677830
3174,1,1617584677831
3175,0,1617584677832
3176,1,1617584677832
3177,1,1617584677833
3178,1,1617584677834
3179,1,1617584677835
3180,1,1617584677836
3181,0,1617584677837
3182,1,1617584677837
3183,1,1617584677838
3184,1,1617584677839
3185,1,1617584677840
3186,1,1617584677841
3187,0,1617584677842
3188,1,1617584677842
3189,1,1617584677843
3190,1,1617584677844
3191,1,1617584677845
3192,1,1617584677846
3193,0,1617584677847
3194,1,1617584677847
3195,1,1617584677848
3196,1,1617584677849
3197,1,1617584677850
3198,1,1617584677851
3199,0,1617584677852
3200,1,1617584677852
3201,1,1617584677853
3202,1,1617584677854
3203,1,1617584677855
3204,1,1617584677856
3205,1,1617584677857
3206,1,1617584677858
3207,0,1617584677859
3208,1,1617584677859
3209,1,1617584677860
3210,1,1617584677861
3211,1,1617584677862
3212,1,1617584677863
3213,1,1617584677864
3214,0,1617584677865
3215,2,1617584677865
3216,0,1617584677867
3217,1,1617584677867
3218,1,1617584677868
3219,1,1617584677869
3220,1,1617584677870
3221,5,1617584677871
3222,1,1617584677876
3223,1,1617584677877
3224,1,1617584677878
3225,1,1617584677879
3226,1,1617584677880
3227,1,1617584677881
3228,1,1617584677882
3229,1,1617584677883
3230,1,1617584677884
3231,1,1617584677885
3232,1,1617584677886
3233,1,1617584677887
3234,2,1617584677888
3235,1,1617584677890
3236,1,1617584677891
3237,1,1617584677892
3238,1,1617584677893
3239,1,1617584677894
3240,1,1617584677895
3241,1,1617584677896
3242,1,1617584677897
3243,1,1617584677898
3244,1,1617584677899
3245,1,1617584677900
3246,1,1617584677901
3247,1,1617584677902
3248,1,1617584677903
3249,1,1617584677904
3250,1,1617584677905
3251,2,1617584677906
3252,2,1617584677908
3253,1,1617584677910
3254,0,1617584677911
3255,0,1617584677912
3256,1,1617584677912
3257,2,1617584677913
3258,1,1617584677915
3259,1,1617584677916
3260,1,1617584677917
3261,1,1617584677918
3262,1,1617584677919
3263,1,1617584677920
3264,1,1617584677921
3265,1,1617584677922
3266,1,1617584677923
3267,1,1617584677924
3268,1,1617584677925
3269,2,1617584677926
3270,1,1617584677928
3271,1,1617584677929
3272,1,1617584677930
3273,1,1617584677931
3274,1,1617584677932
3275,1,1617584677933
3276,1,1617584677934
3277,1,1617584677935
3278,1,1617584677936
3279,1,1617584677937
3280,0,1617584677938
3281,1,1617584677938
3282,1,1617584677939
3283,1,1617584677940
3284,1,1617584677941
3285,1,1617584677942
3286,1,1617584677943
3287,1,1617584677944
3288,1,1617584677945
3289,1,1617584677946
3290,0,1617584677947
3291,1,1617584677947
3292,1,1617584677948
3293,1,1617584677949
3294,1,1617584677950
3295,1,1617584677951
3296,0,1617584677952
3297,1,1617584677952
3298,1,1617584677953
3299,1,1617584677954
3300,1,1617584677955
3301,1,1617584677956
3302,1,1617584677957
3303,1,1617584677958
3304,1,1617584677959
3305,1,1617584677960
3306,1,1617584677961
3307,1,1617584677962
3308,0,1617584677963
3309,1,1617584677963
3310,1,1617584677964
3311,1,1617584677965
3312,1,1617584677966
3313,1,1617584677967
3314,1,1617584677968
3315,1,1617584677969
3316,1,1617584677970
3317,1,1617584677971
3318,0,1617584677972
3319,1,1617584677972
3320,1,1617584677973
3321,1,1617584677974
3322,1,1617584677975
3323,1,1617584677976
3324,1,1617584677977
3325,0,1617584677978
3326,1,1617584677978
3327,1,1617584677979
3328,1,1617584677980
3329,1,1617584677981
3330,1,1617584677982
3331,1,1617584677983
3332,1,1617584677984
3333,1,1617584677985
3334,1,1617584677986
3335,1,1617584677987
3336,1,1617584677988
3337,1,1617584677989
3338,1,1617584677990
3339,1,1617584677991
3340,0,1617584677992
3341,1,1617584677992
3342,1,1617584677993
3343,1,1617584677994
3344,1,1617584677995
3345,1,1617584677996
3346,1,1617584677997
3347,1,1617584677998
3348,1,1617584677999
3349,1,1617584678000
3350,1,1617584678001
3351,1,1617584678002
3352,1,1617584678003
3353,1,1617584678004
3354,1,1617584678005
3355,1,1617584678006
3356,1,1617584678007
3357,1,1617584678008
3358,1,1617584678009
3359,1,1617584678010
3360,1,1617584678011
3361,1,1617584678012
3362,1,1617584678013
3363,1,1617584678014
3364,1,1617584678015
3365,1,1617584678016
3366,1,1617584678017
3367,1,1617584678018
3368,1,1617584678019
3369,1,1617584678020
3370,1,1617584678021
3371,1,1617584678022
3372,1,1617584678023
3373,1,1617584678024
3374,1,1617584678025
3375,1,1617584678026
3376,1,1617584678027
3377,1,1617584678028
3378,1,1617584678029
3379,1,1617584678030
3380,1,1617584678031
3381,1,1617584678032
3382,0,1617584678033
3383,1,1617584678033
3384,1,1617584678034
3385,1,1617584678035
3386,1,1617584678036
3387,1,1617584678037
3388,1,1617584678038
3389,1,1617584678039
3390,1,1617584678040
3391,0,1617584678041
3392,0,1617584678042
3393,1,1617584678042
3394,1,1617584678043
3395,1,1617584678044
3396,1,1617584678045
3397,1,1617584678046
3398,1,1617584678047
3399,1,1617584678048
3400,1,1617584678049
3401,0,1617584678050
3402,1,1617584678050
3403,1,1617584678051
3404,1,1617584678052
3405,1,1617584678053
3406,1,1617584678054
3407,1,1617584678055
3408,1,1617584678056
3409,1,1617584678057
3410,1,1617584678058
3411,1,1617584678059
3412,1,1617584678060
3413,0,1617584678061
3414,1,1617584678061
3415,1,1617584678062
3416,1,1617584678063
3417,1,1617584678064
3418,1,1617584678065
3419,1,1617584678066
3420,1,1617584678067
3421,0,1617584678068
3422,1,1617584678068
3423,0,1617584678070
3424,1,1617584678070
3425,1,1617584678071
3426,1,1617584678072
3427,1,1617584678073
3428,1,1617584678074
3429,1,1617584678075
3430,1,1617584678076
3431,1,1617584678077
3432,4,1617584678078
3433,1,1617584678082
3434,1,1617584678083
3435,1,1617584678084
3436,1,1617584678085
3437,1,1617584678086
3438,1,1617584678087
3439,1,1617584678088
3440,0,1617584678089
3441,1,1617584678089
3442,1,1617584678090
3443,1,1617584678091
3444,1,1617584678092
3445,1,1617584678093
3446,0,1617584678094
3447,0,1617584678095
3448,2,1617584678095
3449,0,1617584678097
3450,1,1617584678097
3451,1,1617584678098
3452,1,1617584678099
3453,1,1617584678100
3454,1,1617584678101
3455,0,1617584678102
3456,1,1617584678102
3457,1,1617584678103
3458,1,1617584678104
3459,1,1617584678105
3460,1,1617584678106
3461,1,1617584678107
3462,1,1617584678108
3463,1,1617584678109
3464,1,1617584678110
3465,0,1617584678111
3466,1,1617584678111
3467,1,1617584678112
3468,1,1617584678113
3469,1,1617584678114
3470,1,1617584678115
3471,1,1617584678116
3472,0,1617584678117
3473,1,1617584678117
3474,1,1617584678118
3475,1,1617584678119
3476,1,1617584678120
3477,1,1617584678121
3478,0,1617584678122
3479,1,1617584678122
3480,1,1617584678123
3481,1,1617584678124
3482,1,1617584678125
3483,1,1617584678126
3484,1,1617584678127
3485,1,1617584678128
3486,0,1617584678129
3487,1,1617584678129
3488,1,1617584678130
3489,1,1617584678131
3490,1,1617584678132
3491,1,1617584678133
3492,1,1617584678134
3493,1,1617584678135
3494,1,1617584678136
3495,1,1617584678137
3496,1,1617584678138
3497,1,1617584678139
3498,1,1617584678140
3499,1,1617584678141
3500,2,1617584678142
3501,1,1617584678144
3502,2,1617584678145
3503,2,1617584678147
3504,2,1617584678149
3505,2,1617584678151
3506,2,1617584678153
3507,1,1617584678155
3508,2,1617584678156
3509,1,1617584678158
3510,1,1617584678160
3511,2,1617584678161
3512,2,1617584678163
3513,1,1617584678165
3514,2,1617584678166
3515,1,1617584678168
3516,2,1617584678169
3517,1,1617584678171
3518,2,1617584678172
3519,1,1617584678174
3520,2,1617584678175
3521,1,1617584678177
3522,2,1617584678178
3523,1,1617584678180
3524,1,1617584678181
3525,2,1617584678182
3526,2,1617584678184
3527,1,1617584678186
3528,2,1617584678187
3529,1,1617584678189
3530,1,1617584678190
3531,1,1617584678191
3532,2,1617584678192
3533,1,1617584678194
3534,1,1617584678195
3535,2,1617584678196
3536,1,1617584678198
3537,2,1617584678199
3538,1,1617584678201
3539,1,1617584678202
3540,1,1617584678203
3541,2,1617584678204
3542,1,1617584678206
3543,1,1617584678207
3544,1,1617584678208
3545,2,1617584678209
3546,2,1617584678211
3547,1,1617584678213
3548,1,1617584678214
3549,1,1617584678215
3550,1,1617584678216
3551,1,1617584678217
3552,1,1617584678218
3553,1,1617584678219
3554,1,1617584678220
3555,1,1617584678221
3556,1,1617584678222
3557,1,1617584678223
3558,1,1617584678224
3559,1,1617584678225
3560,1,1617584678226
3561,1,1617584678227
3562,0,1617584678228
