Total number of projects,Transaction Time,Current Time MS
4799,1,1617584678908
4800,0,1617584678909
4801,0,1617584678910
4802,1,1617584678910
4803,0,1617584678911
4804,1,1617584678911
4805,0,1617584678912
4806,1,1617584678912
4807,0,1617584678913
4808,1,1617584678913
4809,1,1617584678914
4810,0,1617584678915
4811,1,1617584678915
4812,1,1617584678916
4813,0,1617584678917
4814,1,1617584678917
4815,1,1617584678918
4816,0,1617584678919
4817,1,1617584678919
4818,0,1617584678920
4819,1,1617584678920
4820,1,1617584678921
4821,0,1617584678922
4822,1,1617584678922
4823,0,1617584678923
4824,1,1617584678923
4825,1,1617584678924
4826,0,1617584678925
4827,1,1617584678925
4828,0,1617584678926
4829,1,1617584678926
4830,1,1617584678927
4831,0,1617584678928
4832,1,1617584678928
4833,0,1617584678929
4834,1,1617584678929
4835,1,1617584678930
4836,0,1617584678931
4837,1,1617584678931
4838,1,1617584678932
4839,0,1617584678933
4840,1,1617584678933
4841,0,1617584678934
4842,1,1617584678934
4843,1,1617584678935
4844,0,1617584678936
4845,1,1617584678936
4846,1,1617584678937
4847,0,1617584678938
4848,1,1617584678938
4849,0,1617584678939
4850,1,1617584678939
4851,0,1617584678940
4852,0,1617584678940
4853,1,1617584678941
4854,1,1617584678942
4855,0,1617584678943
4856,1,1617584678943
4857,0,1617584678944
4858,1,1617584678944
4859,1,1617584678945
4860,0,1617584678946
4861,1,1617584678946
4862,1,1617584678947
4863,0,1617584678948
4864,1,1617584678948
4865,1,1617584678949
4866,0,1617584678950
4867,1,1617584678950
4868,1,1617584678951
4869,0,1617584678952
4870,1,1617584678952
4871,0,1617584678953
4872,1,1617584678953
4873,1,1617584678954
4874,0,1617584678955
4875,1,1617584678955
4876,1,1617584678956
4877,0,1617584678957
4878,1,1617584678957
4879,0,1617584678958
4880,1,1617584678958
4881,1,1617584678959
4882,0,1617584678960
4883,1,1617584678960
4884,0,1617584678961
4885,1,1617584678961
4886,1,1617584678962
4887,0,1617584678963
4888,1,1617584678963
4889,1,1617584678964
4890,0,1617584678965
4891,1,1617584678965
4892,1,1617584678966
4893,0,1617584678967
4894,1,1617584678967
4895,1,1617584678968
4896,1,1617584678969
4897,0,1617584678970
4898,1,1617584678970
4899,0,1617584678971
4900,1,1617584678971
4901,1,1617584678972
4902,0,1617584678973
4903,1,1617584678973
4904,1,1617584678974
4905,0,1617584678975
4906,1,1617584678975
4907,1,1617584678976
4908,1,1617584678977
4909,0,1617584678978
4910,1,1617584678978
4911,0,1617584678979
4912,1,1617584678979
4913,1,1617584678980
4914,0,1617584678981
4915,1,1617584678981
4916,1,1617584678982
4917,1,1617584678983
4918,0,1617584678984
4919,1,1617584678984
4920,1,1617584678985
4921,1,1617584678986
4922,1,1617584678987
4923,0,1617584678988
4924,1,1617584678988
4925,1,1617584678989
4926,1,1617584678990
4927,0,1617584678991
4928,1,1617584678991
4929,1,1617584678992
4930,1,1617584678993
4931,0,1617584678994
4932,1,1617584678994
4933,1,1617584678995
4934,1,1617584678996
4935,0,1617584678997
4936,1,1617584678997
4937,1,1617584678998
4938,0,1617584678999
4939,1,1617584678999
4940,1,1617584679000
4941,0,1617584679001
4942,1,1617584679001
4943,1,1617584679002
4944,0,1617584679003
4945,1,1617584679003
4946,1,1617584679004
4947,0,1617584679005
4948,1,1617584679005
4949,1,1617584679006
4950,0,1617584679007
4951,1,1617584679007
4952,0,1617584679008
4953,1,1617584679008
4954,1,1617584679009
4955,0,1617584679010
4956,1,1617584679010
4957,0,1617584679011
4958,1,1617584679011
4959,1,1617584679012
4960,0,1617584679013
4961,1,1617584679013
4962,0,1617584679014
4963,1,1617584679014
4964,1,1617584679015
4965,0,1617584679016
4966,1,1617584679016
4967,1,1617584679017
4968,0,1617584679018
4969,1,1617584679018
4970,0,1617584679019
4971,1,1617584679019
4972,1,1617584679020
4973,0,1617584679021
4974,1,1617584679021
4975,1,1617584679022
4976,0,1617584679023
4977,1,1617584679023
4978,0,1617584679024
4979,1,1617584679024
4980,1,1617584679025
4981,1,1617584679026
4982,0,1617584679027
4983,1,1617584679027
4984,1,1617584679028
4985,0,1617584679029
4986,1,1617584679029
4987,0,1617584679030
4988,1,1617584679030
4989,1,1617584679031
4990,0,1617584679032
4991,1,1617584679032
4992,1,1617584679033
4993,0,1617584679034
4994,1,1617584679034
4995,1,1617584679035
4996,1,1617584679036
4997,0,1617584679037
4998,1,1617584679037
4999,1,1617584679038
5000,0,1617584679039
5001,1,1617584679039
5002,0,1617584679040
5003,1,1617584679040
5004,1,1617584679041
5005,0,1617584679042
5006,1,1617584679042
5007,1,1617584679043
5008,0,1617584679044
5009,1,1617584679044
5010,1,1617584679045
5011,0,1617584679046
5012,1,1617584679046
5013,1,1617584679047
5014,0,1617584679048
5015,1,1617584679048
5016,1,1617584679049
5017,0,1617584679050
5018,1,1617584679050
5019,0,1617584679051
5020,1,1617584679051
5021,1,1617584679052
5022,0,1617584679053
5023,1,1617584679053
5024,0,1617584679054
5025,1,1617584679054
5026,1,1617584679055
5027,1,1617584679056
5028,0,1617584679057
5029,1,1617584679057
5030,0,1617584679058
5031,1,1617584679058
5032,1,1617584679059
5033,0,1617584679060
5034,1,1617584679060
5035,1,1617584679061
5036,0,1617584679062
5037,1,1617584679062
5038,1,1617584679063
5039,0,1617584679064
5040,1,1617584679064
5041,1,1617584679065
5042,1,1617584679066
5043,0,1617584679067
5044,1,1617584679067
5045,1,1617584679068
5046,0,1617584679069
5047,1,1617584679069
5048,1,1617584679070
5049,0,1617584679071
5050,1,1617584679071
5051,0,1617584679072
5052,1,1617584679072
5053,1,1617584679073
5054,0,1617584679074
5055,1,1617584679074
5056,1,1617584679075
5057,0,1617584679076
5058,1,1617584679076
5059,0,1617584679077
5060,1,1617584679077
5061,1,1617584679078
5062,0,1617584679079
5063,1,1617584679079
5064,0,1617584679080
5065,1,1617584679080
5066,1,1617584679081
5067,0,1617584679082
5068,1,1617584679082
5069,1,1617584679083
5070,0,1617584679084
5071,1,1617584679084
5072,0,1617584679085
5073,1,1617584679085
5074,1,1617584679086
5075,0,1617584679087
5076,1,1617584679087
5077,0,1617584679088
5078,1,1617584679088
5079,1,1617584679089
5080,0,1617584679090
5081,1,1617584679090
5082,0,1617584679091
5083,1,1617584679091
5084,1,1617584679092
5085,0,1617584679093
5086,1,1617584679093
5087,0,1617584679094
5088,1,1617584679094
5089,1,1617584679095
5090,0,1617584679096
5091,1,1617584679096
5092,1,1617584679097
5093,0,1617584679098
5094,1,1617584679098
5095,1,1617584679099
5096,0,1617584679100
5097,1,1617584679100
5098,1,1617584679101
5099,0,1617584679102
5100,1,1617584679102
5101,0,1617584679103
5102,1,1617584679103
5103,1,1617584679104
5104,1,1617584679105
5105,0,1617584679106
5106,1,1617584679106
5107,0,1617584679107
5108,1,1617584679107
5109,1,1617584679108
5110,0,1617584679109
5111,1,1617584679109
5112,1,1617584679110
5113,0,1617584679111
5114,1,1617584679111
5115,1,1617584679112
5116,0,1617584679113
5117,1,1617584679113
5118,1,1617584679114
5119,0,1617584679115
5120,1,1617584679115
5121,1,1617584679116
5122,0,1617584679117
5123,1,1617584679117
5124,1,1617584679118
5125,1,1617584679119
5126,0,1617584679120
5127,1,1617584679120
5128,1,1617584679121
5129,0,1617584679122
5130,1,1617584679122
5131,1,1617584679123
5132,1,1617584679124
5133,0,1617584679125
5134,1,1617584679125
5135,1,1617584679126
5136,0,1617584679127
5137,1,1617584679127
5138,1,1617584679128
5139,0,1617584679129
5140,1,1617584679129
5141,1,1617584679130
5142,0,1617584679131
5143,1,1617584679131
5144,1,1617584679132
5145,0,1617584679133
5146,1,1617584679133
5147,1,1617584679134
5148,1,1617584679135
5149,0,1617584679136
5150,1,1617584679136
5151,1,1617584679137
5152,0,1617584679138
5153,1,1617584679138
5154,1,1617584679139
5155,1,1617584679140
5156,0,1617584679141
5157,1,1617584679141
5158,0,1617584679142
5159,1,1617584679142
5160,1,1617584679143
5161,0,1617584679144
5162,1,1617584679144
5163,1,1617584679145
5164,1,1617584679146
5165,0,1617584679147
5166,1,1617584679147
5167,1,1617584679148
5168,0,1617584679149
5169,1,1617584679149
5170,1,1617584679150
5171,0,1617584679151
5172,1,1617584679151
5173,1,1617584679152
5174,1,1617584679153
5175,0,1617584679154
5176,1,1617584679154
5177,1,1617584679155
5178,0,1617584679156
5179,1,1617584679156
5180,1,1617584679157
5181,0,1617584679158
5182,1,1617584679158
5183,1,1617584679159
5184,0,1617584679160
5185,1,1617584679160
5186,1,1617584679161
5187,0,1617584679162
5188,1,1617584679162
5189,1,1617584679163
5190,0,1617584679164
5191,1,1617584679164
5192,1,1617584679165
5193,0,1617584679166
5194,1,1617584679166
5195,1,1617584679167
5196,0,1617584679168
5197,1,1617584679168
5198,1,1617584679169
5199,0,1617584679170
5200,1,1617584679170
5201,1,1617584679171
5202,0,1617584679172
5203,1,1617584679172
5204,1,1617584679173
5205,0,1617584679174
5206,1,1617584679174
5207,1,1617584679175
5208,1,1617584679176
5209,0,1617584679177
5210,1,1617584679177
5211,1,1617584679178
5212,0,1617584679179
5213,1,1617584679179
5214,1,1617584679180
5215,0,1617584679181
5216,1,1617584679181
5217,1,1617584679182
5218,0,1617584679183
5219,1,1617584679183
5220,1,1617584679184
5221,1,1617584679185
5222,0,1617584679186
5223,1,1617584679186
5224,1,1617584679187
5225,0,1617584679188
5226,1,1617584679188
5227,1,1617584679189
5228,0,1617584679190
5229,1,1617584679190
5230,1,1617584679191
5231,0,1617584679192
5232,1,1617584679192
5233,1,1617584679193
5234,0,1617584679194
5235,1,1617584679194
5236,1,1617584679195
5237,0,1617584679196
5238,1,1617584679196
5239,1,1617584679197
5240,0,1617584679198
5241,1,1617584679198
5242,0,1617584679199
5243,1,1617584679199
5244,1,1617584679200
5245,0,1617584679201
5246,1,1617584679201
5247,1,1617584679202
5248,0,1617584679203
5249,1,1617584679203
5250,1,1617584679204
5251,0,1617584679205
5252,1,1617584679205
5253,1,1617584679206
5254,0,1617584679207
5255,1,1617584679207
5256,1,1617584679208
5257,0,1617584679209
5258,1,1617584679209
5259,1,1617584679210
5260,0,1617584679211
5261,1,1617584679211
5262,1,1617584679212
5263,0,1617584679213
5264,1,1617584679213
5265,0,1617584679214
5266,1,1617584679214
5267,1,1617584679215
5268,0,1617584679216
5269,1,1617584679216
5270,1,1617584679217
5271,0,1617584679218
5272,1,1617584679218
5273,1,1617584679219
5274,0,1617584679220
5275,1,1617584679220
5276,1,1617584679221
5277,0,1617584679222
5278,1,1617584679222
5279,1,1617584679223
5280,0,1617584679224
5281,1,1617584679224
5282,1,1617584679225
5283,1,1617584679226
5284,0,1617584679227
5285,1,1617584679227
5286,1,1617584679228
5287,0,1617584679229
5288,1,1617584679229
5289,1,1617584679230
5290,0,1617584679231
5291,1,1617584679231
5292,0,1617584679232
5293,1,1617584679232
5294,1,1617584679233
5295,0,1617584679234
5296,1,1617584679234
5297,1,1617584679235
5298,1,1617584679236
5299,0,1617584679237
5300,1,1617584679237
5301,1,1617584679238
5302,1,1617584679239
5303,0,1617584679240
5304,1,1617584679240
5305,1,1617584679241
5306,1,1617584679242
5307,0,1617584679243
5308,1,1617584679243
5309,1,1617584679244
5310,1,1617584679245
5311,0,1617584679246
5312,1,1617584679246
5313,1,1617584679247
5314,1,1617584679248
5315,0,1617584679249
5316,1,1617584679249
5317,1,1617584679250
5318,0,1617584679251
5319,1,1617584679251
5320,1,1617584679252
5321,0,1617584679253
5322,1,1617584679253
5323,1,1617584679254
5324,0,1617584679255
5325,1,1617584679255
5326,1,1617584679256
5327,0,1617584679257
5328,1,1617584679257
5329,1,1617584679258
5330,0,1617584679259
5331,1,1617584679259
5332,0,1617584679260
5333,1,1617584679260
5334,1,1617584679261
5335,0,1617584679262
5336,1,1617584679262
5337,1,1617584679263
5338,1,1617584679264
5339,0,1617584679265
5340,1,1617584679265
5341,1,1617584679266
5342,0,1617584679267
5343,1,1617584679267
5344,1,1617584679268
5345,0,1617584679269
5346,1,1617584679269
5347,1,1617584679270
5348,1,1617584679271
5349,0,1617584679272
5350,1,1617584679272
5351,1,1617584679273
5352,0,1617584679274
5353,1,1617584679274
5354,1,1617584679275
5355,0,1617584679276
5356,1,1617584679276
5357,1,1617584679277
5358,1,1617584679278
5359,0,1617584679279
5360,1,1617584679279
5361,1,1617584679280
5362,0,1617584679281
5363,1,1617584679281
5364,1,1617584679282
5365,1,1617584679283
5366,0,1617584679284
5367,1,1617584679284
5368,1,1617584679285
5369,1,1617584679286
5370,0,1617584679287
5371,1,1617584679287
5372,1,1617584679288
5373,1,1617584679289
5374,0,1617584679290
5375,1,1617584679290
5376,1,1617584679291
5377,0,1617584679292
5378,1,1617584679292
5379,1,1617584679293
5380,0,1617584679294
5381,1,1617584679294
5382,1,1617584679295
5383,1,1617584679296
5384,0,1617584679297
5385,1,1617584679297
5386,1,1617584679298
5387,0,1617584679299
5388,1,1617584679299
5389,1,1617584679300
5390,0,1617584679301
5391,1,1617584679301
5392,1,1617584679302
5393,0,1617584679303
5394,1,1617584679303
5395,1,1617584679304
5396,0,1617584679305
5397,1,1617584679305
5398,1,1617584679306
5399,0,1617584679307
5400,1,1617584679307
5401,1,1617584679308
5402,0,1617584679309
5403,1,1617584679309
5404,1,1617584679310
5405,0,1617584679311
5406,1,1617584679311
5407,1,1617584679312
5408,1,1617584679313
5409,0,1617584679314
5410,1,1617584679314
5411,1,1617584679315
5412,0,1617584679316
5413,1,1617584679316
5414,1,1617584679317
5415,0,1617584679318
5416,1,1617584679318
5417,1,1617584679319
5418,0,1617584679320
5419,1,1617584679320
5420,1,1617584679321
5421,0,1617584679322
5422,1,1617584679322
5423,1,1617584679323
5424,1,1617584679324
5425,0,1617584679325
5426,1,1617584679325
5427,1,1617584679326
5428,1,1617584679327
5429,0,1617584679328
5430,1,1617584679328
5431,0,1617584679329
5432,1,1617584679329
5433,1,1617584679330
5434,1,1617584679331
5435,0,1617584679332
5436,1,1617584679332
5437,1,1617584679333
5438,0,1617584679334
5439,1,1617584679334
5440,1,1617584679335
5441,0,1617584679336
5442,1,1617584679336
5443,1,1617584679337
5444,1,1617584679338
5445,0,1617584679339
5446,1,1617584679339
5447,1,1617584679340
5448,1,1617584679341
5449,0,1617584679342
5450,1,1617584679342
5451,1,1617584679343
5452,1,1617584679344
5453,0,1617584679345
5454,1,1617584679345
5455,1,1617584679346
5456,0,1617584679347
5457,1,1617584679347
5458,1,1617584679348
5459,1,1617584679349
5460,0,1617584679350
5461,1,1617584679350
5462,1,1617584679351
5463,1,1617584679352
5464,0,1617584679353
5465,1,1617584679353
5466,1,1617584679354
5467,0,1617584679355
5468,1,1617584679355
5469,1,1617584679356
5470,1,1617584679357
5471,0,1617584679358
5472,0,1617584679359
5473,1,1617584679359
5474,1,1617584679360
5475,1,1617584679361
5476,0,1617584679362
5477,1,1617584679362
5478,1,1617584679363
5479,0,1617584679364
5480,1,1617584679364
5481,1,1617584679365
5482,1,1617584679366
5483,1,1617584679367
5484,0,1617584679368
5485,1,1617584679368
5486,1,1617584679369
5487,1,1617584679370
5488,1,1617584679371
5489,1,1617584679372
5490,1,1617584679373
5491,12,1617584679374
5492,1,1617584679386
5493,2,1617584679387
5494,1,1617584679389
5495,0,1617584679390
5496,1,1617584679390
5497,1,1617584679391
5498,1,1617584679392
5499,1,1617584679393
5500,2,1617584679394
5501,1,1617584679396
5502,1,1617584679397
5503,1,1617584679398
5504,0,1617584679399
5505,1,1617584679399
5506,1,1617584679400
5507,1,1617584679401
5508,1,1617584679402
5509,1,1617584679403
5510,1,1617584679404
5511,1,1617584679405
5512,1,1617584679406
5513,1,1617584679407
5514,2,1617584679408
5515,1,1617584679410
5516,1,1617584679411
5517,1,1617584679412
5518,1,1617584679413
5519,1,1617584679414
5520,1,1617584679415
5521,1,1617584679416
5522,1,1617584679417
5523,1,1617584679418
5524,1,1617584679419
5525,1,1617584679420
5526,1,1617584679421
5527,0,1617584679422
5528,1,1617584679422
5529,1,1617584679423
5530,1,1617584679424
5531,1,1617584679425
5532,1,1617584679426
5533,1,1617584679427
5534,1,1617584679428
5535,1,1617584679429
5536,1,1617584679430
5537,1,1617584679431
5538,1,1617584679432
5539,1,1617584679433
5540,0,1617584679434
5541,1,1617584679434
5542,1,1617584679435
5543,1,1617584679436
5544,0,1617584679437
5545,1,1617584679437
5546,1,1617584679438
5547,1,1617584679439
5548,0,1617584679440
5549,1,1617584679440
5550,1,1617584679441
5551,1,1617584679442
5552,0,1617584679443
5553,1,1617584679443
5554,1,1617584679444
5555,1,1617584679445
5556,1,1617584679446
5557,1,1617584679447
5558,1,1617584679448
5559,0,1617584679449
5560,1,1617584679449
5561,1,1617584679450
5562,1,1617584679451
5563,1,1617584679452
5564,1,1617584679453
5565,1,1617584679454
5566,1,1617584679455
5567,1,1617584679456
5568,0,1617584679457
5569,1,1617584679457
5570,1,1617584679458
5571,1,1617584679459
5572,1,1617584679460
5573,0,1617584679461
5574,1,1617584679461
5575,1,1617584679462
5576,1,1617584679463
5577,1,1617584679464
5578,0,1617584679465
5579,1,1617584679465
5580,1,1617584679466
5581,1,1617584679467
5582,1,1617584679468
5583,0,1617584679469
5584,1,1617584679469
5585,1,1617584679470
5586,1,1617584679471
5587,1,1617584679472
5588,1,1617584679473
5589,1,1617584679474
5590,0,1617584679475
5591,1,1617584679475
5592,1,1617584679476
5593,1,1617584679477
5594,1,1617584679478
5595,1,1617584679479
5596,0,1617584679480
5597,1,1617584679480
5598,1,1617584679481
5599,1,1617584679482
5600,0,1617584679483
5601,1,1617584679483
5602,1,1617584679484
5603,1,1617584679485
5604,1,1617584679486
5605,1,1617584679487
5606,0,1617584679488
5607,1,1617584679488
5608,1,1617584679489
5609,1,1617584679490
5610,1,1617584679491
5611,0,1617584679492
5612,0,1617584679493
5613,1,1617584679493
5614,1,1617584679494
5615,1,1617584679495
5616,1,1617584679496
5617,0,1617584679497
5618,1,1617584679497
5619,1,1617584679498
5620,1,1617584679499
5621,0,1617584679500
5622,1,1617584679500
5623,1,1617584679501
5624,1,1617584679502
5625,1,1617584679503
5626,1,1617584679504
5627,0,1617584679505
5628,1,1617584679505
5629,1,1617584679506
5630,1,1617584679507
5631,1,1617584679508
5632,1,1617584679509
5633,1,1617584679510
5634,0,1617584679511
5635,1,1617584679511
5636,1,1617584679512
5637,1,1617584679513
5638,1,1617584679514
5639,1,1617584679515
5640,0,1617584679516
5641,1,1617584679516
5642,1,1617584679517
5643,1,1617584679518
5644,1,1617584679519
5645,0,1617584679520
5646,1,1617584679520
5647,1,1617584679521
5648,1,1617584679522
5649,1,1617584679523
5650,1,1617584679524
5651,0,1617584679525
5652,1,1617584679525
5653,1,1617584679526
5654,1,1617584679527
5655,0,1617584679528
5656,1,1617584679528
5657,1,1617584679529
5658,1,1617584679530
5659,0,1617584679531
5660,1,1617584679531
5661,1,1617584679532
5662,1,1617584679533
5663,0,1617584679534
5664,1,1617584679534
5665,1,1617584679535
5666,1,1617584679536
5667,1,1617584679537
5668,0,1617584679538
5669,1,1617584679538
5670,1,1617584679539
5671,1,1617584679540
5672,1,1617584679541
5673,1,1617584679542
5674,1,1617584679543
5675,0,1617584679544
5676,1,1617584679544
5677,1,1617584679545
5678,1,1617584679546
5679,1,1617584679547
5680,0,1617584679548
5681,1,1617584679548
5682,1,1617584679549
5683,1,1617584679550
5684,0,1617584679551
5685,1,1617584679551
5686,1,1617584679552
5687,1,1617584679553
5688,0,1617584679554
5689,1,1617584679554
5690,1,1617584679555
5691,1,1617584679556
5692,0,1617584679557
5693,1,1617584679557
5694,1,1617584679558
5695,1,1617584679559
5696,1,1617584679560
5697,0,1617584679561
5698,1,1617584679561
5699,1,1617584679562
5700,1,1617584679563
5701,0,1617584679564
5702,1,1617584679564
5703,1,1617584679565
5704,1,1617584679566
5705,1,1617584679567
5706,1,1617584679568
5707,1,1617584679569
5708,0,1617584679570
5709,1,1617584679570
5710,1,1617584679571
5711,1,1617584679572
5712,1,1617584679573
5713,0,1617584679574
5714,0,1617584679575
5715,1,1617584679575
5716,1,1617584679576
5717,1,1617584679577
5718,1,1617584679578
5719,1,1617584679579
5720,1,1617584679580
5721,0,1617584679581
5722,1,1617584679581
5723,1,1617584679582
5724,1,1617584679583
5725,0,1617584679584
5726,1,1617584679584
5727,1,1617584679585
5728,1,1617584679586
5729,1,1617584679587
5730,1,1617584679588
5731,0,1617584679589
5732,1,1617584679589
5733,1,1617584679590
5734,1,1617584679591
5735,0,1617584679592
5736,1,1617584679592
5737,1,1617584679593
5738,1,1617584679594
5739,1,1617584679595
5740,1,1617584679596
5741,0,1617584679597
5742,1,1617584679597
5743,1,1617584679598
5744,1,1617584679599
5745,0,1617584679600
5746,1,1617584679600
5747,1,1617584679601
5748,1,1617584679602
5749,1,1617584679603
5750,0,1617584679604
5751,1,1617584679604
5752,1,1617584679605
5753,1,1617584679606
5754,1,1617584679607
5755,0,1617584679608
5756,1,1617584679608
5757,1,1617584679609
5758,1,1617584679610
5759,0,1617584679611
5760,1,1617584679611
5761,1,1617584679612
5762,0,1617584679613
5763,1,1617584679613
5764,1,1617584679614
5765,1,1617584679615
5766,0,1617584679616
5767,1,1617584679616
5768,1,1617584679617
5769,0,1617584679618
5770,1,1617584679618
5771,1,1617584679619
5772,1,1617584679620
5773,0,1617584679621
5774,1,1617584679621
5775,1,1617584679622
5776,1,1617584679623
5777,0,1617584679624
5778,1,1617584679624
5779,1,1617584679625
5780,0,1617584679626
5781,1,1617584679626
5782,1,1617584679627
5783,0,1617584679628
5784,1,1617584679628
5785,1,1617584679629
5786,1,1617584679630
5787,0,1617584679631
5788,1,1617584679631
5789,1,1617584679632
5790,1,1617584679633
5791,0,1617584679634
5792,1,1617584679634
5793,1,1617584679635
5794,1,1617584679636
5795,0,1617584679637
5796,1,1617584679637
5797,1,1617584679638
5798,0,1617584679639
5799,1,1617584679639
5800,1,1617584679640
5801,1,1617584679641
5802,1,1617584679642
5803,0,1617584679643
5804,1,1617584679643
5805,1,1617584679644
5806,0,1617584679645
5807,1,1617584679645
5808,1,1617584679646
5809,1,1617584679647
5810,0,1617584679648
5811,1,1617584679648
5812,1,1617584679649
5813,0,1617584679650
5814,1,1617584679650
5815,1,1617584679651
5816,1,1617584679652
5817,0,1617584679653
5818,1,1617584679653
5819,1,1617584679654
5820,1,1617584679655
5821,0,1617584679656
5822,1,1617584679656
5823,1,1617584679657
5824,1,1617584679658
5825,0,1617584679659
5826,1,1617584679659
5827,1,1617584679660
5828,0,1617584679661
5829,1,1617584679661
5830,1,1617584679662
5831,1,1617584679663
5832,0,1617584679664
5833,1,1617584679664
5834,1,1617584679665
5835,0,1617584679666
5836,1,1617584679666
5837,1,1617584679667
5838,1,1617584679668
5839,0,1617584679669
5840,1,1617584679669
5841,1,1617584679670
5842,0,1617584679671
5843,1,1617584679671
5844,1,1617584679672
5845,1,1617584679673
5846,0,1617584679674
5847,1,1617584679674
5848,1,1617584679675
5849,1,1617584679676
5850,0,1617584679677
5851,1,1617584679677
5852,1,1617584679678
5853,0,1617584679679
5854,1,1617584679679
5855,1,1617584679680
5856,1,1617584679681
5857,0,1617584679682
5858,1,1617584679682
5859,1,1617584679683
5860,0,1617584679684
5861,1,1617584679684
5862,1,1617584679685
5863,1,1617584679686
5864,0,1617584679687
5865,1,1617584679687
5866,1,1617584679688
5867,1,1617584679689
5868,0,1617584679690
5869,1,1617584679690
5870,1,1617584679691
5871,1,1617584679692
5872,0,1617584679693
5873,1,1617584679693
5874,1,1617584679694
5875,0,1617584679695
5876,1,1617584679695
5877,1,1617584679696
5878,1,1617584679697
5879,0,1617584679698
5880,1,1617584679698
5881,1,1617584679699
5882,1,1617584679700
5883,0,1617584679701
5884,1,1617584679701
5885,1,1617584679702
5886,1,1617584679703
5887,0,1617584679704
5888,1,1617584679704
5889,1,1617584679705
5890,0,1617584679706
5891,1,1617584679706
5892,1,1617584679707
5893,1,1617584679708
5894,0,1617584679709
5895,1,1617584679709
5896,1,1617584679710
5897,1,1617584679711
5898,0,1617584679712
5899,1,1617584679712
5900,1,1617584679713
5901,0,1617584679714
5902,1,1617584679714
5903,1,1617584679715
5904,1,1617584679716
5905,1,1617584679717
5906,1,1617584679718
5907,1,1617584679719
5908,0,1617584679720
5909,1,1617584679720
5910,1,1617584679721
5911,1,1617584679722
5912,0,1617584679723
5913,1,1617584679723
5914,1,1617584679724
5915,1,1617584679725
5916,1,1617584679726
5917,1,1617584679727
5918,1,1617584679728
5919,1,1617584679729
5920,1,1617584679730
5921,1,1617584679731
5922,1,1617584679732
5923,0,1617584679733
5924,1,1617584679733
5925,1,1617584679734
5926,1,1617584679735
5927,1,1617584679736
5928,0,1617584679737
5929,1,1617584679737
5930,1,1617584679738
5931,1,1617584679739
5932,0,1617584679740
5933,1,1617584679740
5934,1,1617584679741
5935,1,1617584679742
5936,0,1617584679743
5937,1,1617584679743
5938,1,1617584679744
5939,1,1617584679745
5940,0,1617584679746
5941,1,1617584679746
5942,1,1617584679747
5943,1,1617584679748
5944,1,1617584679749
5945,1,1617584679750
5946,1,1617584679751
5947,0,1617584679752
5948,1,1617584679752
5949,1,1617584679753
5950,0,1617584679754
5951,1,1617584679754
5952,1,1617584679755
5953,1,1617584679756
5954,1,1617584679757
5955,0,1617584679758
5956,1,1617584679758
5957,1,1617584679759
5958,1,1617584679760
5959,0,1617584679761
5960,1,1617584679761
5961,1,1617584679762
5962,1,1617584679763
5963,0,1617584679764
5964,1,1617584679764
5965,1,1617584679765
5966,1,1617584679766
5967,1,1617584679767
5968,0,1617584679768
5969,1,1617584679768
5970,1,1617584679769
5971,1,1617584679770
5972,1,1617584679771
5973,0,1617584679772
5974,0,1617584679773
5975,1,1617584679773
5976,1,1617584679774
5977,1,1617584679775
5978,0,1617584679776
5979,1,1617584679776
5980,1,1617584679777
5981,1,1617584679778
5982,0,1617584679779
5983,1,1617584679779
5984,1,1617584679780
5985,1,1617584679781
5986,1,1617584679782
5987,1,1617584679783
5988,1,1617584679784
5989,1,1617584679785
5990,1,1617584679786
5991,0,1617584679787
5992,1,1617584679787
5993,1,1617584679788
5994,1,1617584679789
5995,0,1617584679790
5996,1,1617584679790
5997,1,1617584679791
5998,1,1617584679792
5999,0,1617584679793
6000,1,1617584679793
6001,1,1617584679794
6002,1,1617584679795
6003,1,1617584679796
6004,0,1617584679797
6005,1,1617584679797
6006,1,1617584679798
6007,1,1617584679799
6008,0,1617584679800
6009,1,1617584679800
6010,1,1617584679801
6011,1,1617584679802
6012,0,1617584679803
6013,1,1617584679803
6014,1,1617584679804
6015,1,1617584679805
6016,1,1617584679806
6017,0,1617584679807
6018,1,1617584679807
6019,1,1617584679808
6020,1,1617584679809
6021,0,1617584679810
6022,1,1617584679810
6023,1,1617584679811
6024,1,1617584679812
6025,0,1617584679813
6026,1,1617584679813
6027,1,1617584679814
6028,1,1617584679815
6029,1,1617584679816
6030,1,1617584679817
6031,0,1617584679818
6032,1,1617584679818
6033,1,1617584679819
6034,1,1617584679820
6035,1,1617584679821
6036,0,1617584679822
6037,1,1617584679822
6038,1,1617584679823
6039,1,1617584679824
6040,1,1617584679825
6041,0,1617584679826
6042,1,1617584679826
6043,1,1617584679827
6044,1,1617584679828
6045,0,1617584679829
6046,1,1617584679829
6047,1,1617584679830
6048,1,1617584679831
6049,1,1617584679832
6050,0,1617584679833
6051,1,1617584679833
6052,1,1617584679834
6053,1,1617584679835
6054,0,1617584679836
6055,0,1617584679837
6056,1,1617584679837
6057,1,1617584679838
6058,1,1617584679839
6059,1,1617584679840
6060,0,1617584679841
6061,1,1617584679841
6062,1,1617584679842
6063,1,1617584679843
6064,0,1617584679844
6065,1,1617584679844
6066,1,1617584679845
6067,1,1617584679846
6068,1,1617584679847
